学校,专业,代码,招生院系,总分,政治,外语,专业课一,专业课二,录取年份
中国人民大学,流行病与卫生统计学,100401,统计学院,370,60,60,180,--,2024
中国人民大学,医学（不含中医类照顾专业）,10,不区分院系,370,60,60,180,--,2024
中国人民大学,管理科学与工程,120100,商学院,380,60,60,90,90,2024
中国人民大学,工商管理学,120200,商学院,380,60,60,90,90,2024
中国人民大学,技术经济及管理,120204,农业与农村发展学院,380,60,60,90,90,2024
中国人民大学,人力资源管理,1202Z1,劳动人事学院,385,60,60,90,90,2024
中国人民大学,农林经济管理,120300,农业与农村发展学院,380,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,社会医学与卫生事业管理,120402,社会与人口学院,380,60,60,90,90,2024
中国人民大学,社会保障,120404,劳动人事学院,390,60,60,90,90,2024
中国人民大学,可持续发展管理,1204J2,环境学院,380,60,60,90,90,2024
中国人民大学,信息资源管理,120500,信息资源管理学院,408,60,60,90,90,2024
中国人民大学,图书情报,125500,信息资源管理学院,198,51,--,102,--,2024
中国人民大学,人力资源开发与管理,1258S1,劳动人事学院,245,60,--,120,--,2024
中国人民大学,工商管理,1251,不区分院系,135,39,--,78,--,2024
中国人民大学,公共管理,1252,不区分院系,185,50,--,100,--,2024
中国人民大学,会计,1253,不区分院系,255,60,--,120,--,2024
中国人民大学,会计,1253,商学院,255,60,--,120,--,2024
中国人民大学,图书情报,1255,不区分院系,198,51,--,102,--,2024
中国人民大学,人力资源开发与管理,1258,不区分院系,245,60,--,120,--,2024
中国人民大学,管理学,12,不区分院系,380,60,60,90,90,2024
中国人民大学,管理学,12,农业与农村发展学院,380,60,60,90,90,2024
中国人民大学,艺术学,130100,文学院,385,60,60,90,90,2024
中国人民大学,艺术学,130100,艺术学院,370,60,60,90,90,2024
中国人民大学,设计,135700,艺术学院,385,55,55,90,90,2024
中国人民大学,设计,1357,不区分院系,385,55,55,90,90,2024
中国人民大学,艺术学,13,不区分院系,370,60,60,90,90,2024
中国人民大学,国家安全学,140200,国际关系学院,397,60,60,90,90,2024
中国人民大学,文物,145100,历史学院,375,60,60,90,90,2024
中国人民大学,文物,1451,不区分院系,375,60,60,90,90,2024
中国人民大学,交叉学科,14,不区分院系,395,60,60,90,90,2024
中国人民大学,应用伦理,0151,不区分院系,345,45,45,90,90,2025
中国人民大学,哲学,01,不区分院系,330,50,50,90,90,2025
中国人民大学,金融,0251,财政金融学院,360,55,55,90,90,2025
中国人民大学,金融,0251,智慧治理学院,355,55,55,90,90,2025
中国人民大学,金融,0251,国际学院,355,55,55,90,90,2025
中国人民大学,应用统计,0252,不区分院系,355,50,50,90,90,2025
中国人民大学,税务,0253,不区分院系,365,60,60,90,90,2025
中国人民大学,国际商务,0254,不区分院系,330,50,50,90,90,2025
中国人民大学,保险,0255,不区分院系,345,50,50,85,85,2025
中国人民大学,资产评估,0256,不区分院系,365,60,60,90,90,2025
中国人民大学,数字经济,0258,经济学院,330,50,50,90,90,2025
中国人民大学,数字经济,0258,智慧治理学院,325,50,50,90,90,2025
中国人民大学,碳经济,0259,不区分院系,345,55,55,90,90,2025
中国人民大学,金融数学与金融计算,0260,不区分院系,330,40,40,60,60,2025
中国人民大学,经济学,02,不区分院系,330,55,55,90,90,2025
中国人民大学,法律（非法学）,035101,法学院,345,55,55,90,90,2025
中国人民大学,法律（法学）,035102,法学院,340,60,60,90,90,2025
中国人民大学,社会工作,0352,不区分院系,375,50,50,90,90,2025
中国人民大学,社会政策,0356,不区分院系,330,40,40,90,90,2025
中国人民大学,法学,03,不区分院系,340,50,50,90,90,2025
中国人民大学,国际中文教育,0453,不区分院系,341,45,45,90,90,2025
中国人民大学,应用心理,0454,不区分院系,310,38,38,114,114,2025
中国人民大学,教育学（不含体育学）,04,不区分院系,341,55,55,180,--,2025
中国人民大学,翻译,0551,不区分院系,365,60,60,90,90,2025
中国人民大学,新闻与传播,0552,不区分院系,351,47,47,90,90,2025
中国人民大学,文学,05,不区分院系,351,55,55,90,90,2025
中国人民大学,博物馆,0651,不区分院系,350,55,55,180,--,2025
中国人民大学,历史学,06,不区分院系,336,55,55,180,--,2025
中国人民大学,理学,07,不区分院系,310,45,45,80,80,2025
中国人民大学,电子信息,0854,信息学院,265,34,34,51,51,2025
中国人民大学,电子信息,0854,智慧治理学院,360,50,50,90,90,2025
中国人民大学,资源与环境,0857,不区分院系,264,35,35,53,53,2025
中国人民大学,工学（不含工学照顾专业）,08,不区分院系,320,45,45,90,90,2025
中国人民大学,农业,0951,不区分院系,350,50,50,90,90,2025
中国人民大学,医学（不含中医类照顾专业）,10,不区分院系,310,50,50,180,--,2025
中国人民大学,公共管理,1252,不区分院系,168,39,39,78,78,2025
中国人民大学,会计,1253,不区分院系,199,51,51,102,102,2025
中国人民大学,图书情报,1255,不区分院系,191,50,--,100,--,2025
中国人民大学,人力资源开发与管理,1258,不区分院系,350,50,50,90,90,2025
中国人民大学,档案管理,1259,不区分院系,332,41,41,62,62,2025
中国人民大学,衣业农村管理,1260,不区分院系,335,41,41,62,62,2025
中国人民大学,管理学,12,不区分院系,345,50,50,90,90,2025
中国人民大学,美术与书法,1356,不区分院系,351,45,45,90,90,2025
中国人民大学,设计,1357,不区分院系,365,55,55,90,90,2025
中国人民大学,艺术学,13,不区分院系,365,55,55,90,90,2025
中国人民大学,文物,1451,不区分院系,330,55,55,90,90,2025
中国人民大学,交叉学科,14,不区分院系,310,55,55,90,90,2025
北京师范大学,哲学,010100,哲学学院,350,55,55,90,90,2023
北京师范大学,哲学,01,不区分院系,350,55,55,90,90,2023
北京师范大学,理论经济学,020100,经济与工商管理学院,336,50,50,90,90,2023
北京师范大学,理论经济学,020100,经济与资源管理研究院,336,50,50,90,90,2023
北京师范大学,人口、资源与环境经济学,020106,环境学院,336,50,50,90,90,2023
北京师范大学,应用经济学,020200,经济与工商管理学院,336,50,50,90,90,2023
北京师范大学,应用经济学,020200,经济与资源管理研究院,336,50,50,90,90,2023
北京师范大学,金融,025100,湾区国际商学院,381,60,60,90,90,2023
北京师范大学,应用统计,025200,统计学院,390,50,50,90,90,2023
北京师范大学,国际商务,025400,湾区国际商学院,375,55,55,90,90,2023
北京师范大学,金融,0251,不区分院系,381,60,60,90,90,2023
北京师范大学,应用统计,0252,不区分院系,390,50,50,90,90,2023
北京师范大学,国际商务,0254,不区分院系,375,55,55,90,90,2023
北京师范大学,经济学,02,不区分院系,336,50,50,90,90,2023
北京师范大学,法学理论,030101,法学院,341,50,50,90,90,2023
北京师范大学,宪法学与行政法学,030103,法学院,341,50,50,90,90,2023
北京师范大学,刑法学,030104,法学院,391,50,50,90,90,2023
北京师范大学,民商法学,030105,法学院,341,50,50,90,90,2023
北京师范大学,诉讼法学,030106,法学院,341,50,50,90,90,2023
北京师范大学,诉讼法学,030106,法学院,383,50,50,90,90,2023
北京师范大学,经济法学,030107,法学院,341,50,50,90,90,2023
北京师范大学,国际法学,030109,法学院,341,50,50,90,90,2023
北京师范大学,社会学,030300,社会学院,353,55,55,90,90,2023
北京师范大学,马克思主义基本原理,030501,马克思主义学院,363,50,50,90,90,2023
北京师范大学,马克思主义发展史,030502,马克思主义学院,359,50,50,90,90,2023
北京师范大学,马克思主义中国化研究,030503,马克思主义学院,358,50,50,90,90,2023
北京师范大学,思想政治教育,030505,马克思主义学院,366,50,50,90,90,2023
北京师范大学,党的建设,0305Z1,马克思主义学院,340,50,50,90,90,2023
北京师范大学,党的历史与理论,0305Z2,马克思主义学院,340,50,50,90,90,2023
北京师范大学,法律（非法学）,035101,不区分院系,340,50,50,90,90,2023
北京师范大学,法律（非法学）,035101,法学院,340,50,50,90,90,2023
北京师范大学,法律（法学）,035102,不区分院系,340,50,50,90,90,2023
北京师范大学,法律（法学）,035102,法学院,356,55,55,90,90,2023
北京师范大学,社会工作,035200,社会学院,370,50,50,90,90,2023
北京师范大学,社会工作,035200,社会发展与公共政策学院,370,50,50,90,90,2023
北京师范大学,社会工作,0352,不区分院系,370,50,50,90,90,2023
北京师范大学,法学,03,不区分院系,340,50,50,90,90,2023
北京师范大学,教育学,040100,中国基础教育质量监测协同创新中心,340,51,51,180,--,2023
北京师范大学,教育学原理,040101,教育学部,351,51,51,180,--,2023
北京师范大学,课程与教学论,040102,地理科学学部,340,51,51,180,--,2023
北京师范大学,课程与教学论,040102,心理学部,340,51,51,180,--,2023
北京师范大学,课程与教学论,040102,哲学学院,340,51,51,180,--,2023
北京师范大学,课程与教学论,040102,教育学部,340,51,51,180,--,2023
北京师范大学,课程与教学论,040102,文学院,368,55,55,180,--,2023
北京师范大学,课程与教学论,040102,历史学院,340,51,51,180,--,2023
北京师范大学,课程与教学论,040102,数学科学学院,340,51,51,180,--,2023
北京师范大学,课程与教学论,040102,物理学系,340,51,51,180,--,2023
北京师范大学,课程与教学论,040102,化学学院,345,55,55,200,--,2023
北京师范大学,课程与教学论,040102,生命科学学院,340,51,51,180,--,2023
北京师范大学,教育史,040103,教育学部,340,51,51,180,--,2023
北京师范大学,比较教育学,040104,教育学部,347,51,51,180,--,2023
北京师范大学,学前教育学,040105,教育学部,345,51,51,180,--,2023
北京师范大学,高等教育学,040106,教育学部,340,51,51,180,--,2023
北京师范大学,成人教育学,040107,教育学部,340,51,51,180,--,2023
北京师范大学,职业技术教育学,040108,教育学部,340,51,51,180,--,2023
北京师范大学,特殊教育学,040109,教育学部,340,51,51,180,--,2023
北京师范大学,教师教育,0401Z1,教育学部,340,51,51,180,--,2023
北京师范大学,远程教育,0401Z2,教育学部,341,51,51,180,--,2023
北京师范大学,心理学,040200,心理学部,373,60,60,200,--,2023
北京师范大学,心理学,040200,中国基础教育质量监测协同创新中心,340,51,51,180,--,2023
北京师范大学,体育人文社会学,040301,体育与运动学院,330,50,50,180,--,2023
北京师范大学,运动人体科学,040302,体育与运动学院,330,50,50,180,--,2023
北京师范大学,体育教育训练学,040303,体育与运动学院,330,45,45,180,--,2023
北京师范大学,民族传统体育学,040304,体育与运动学院,330,45,45,180,--,2023
北京师范大学,教育管理,045101,教育学部,356,51,51,90,90,2023
北京师范大学,学科教学（思政）,045102,马克思主义学院,384,51,51,90,90,2023
北京师范大学,学科教学（语文）,045103,教育学部,375,51,51,90,90,2023
北京师范大学,学科教学（语文）,045103,教育学部,359,51,51,90,90,2023
北京师范大学,学科教学（语文）,045103,文学院,359,55,55,90,90,2023
北京师范大学,学科教学（数学）,045104,教育学部,368,51,51,90,90,2023
北京师范大学,学科教学（数学）,045104,数学科学学院,350,51,51,90,90,2023
北京师范大学,学科教学（物理）,045105,教育学部,352,51,51,90,90,2023
北京师范大学,学科教学（化学）,045106,教育学部,375,51,51,90,90,2023
北京师范大学,学科教学（生物）,045107,教育学部,378,51,51,90,90,2023
北京师范大学,学科教学（英语）,045108,教育学部,378,51,51,90,90,2023
北京师范大学,学科教学（英语）,045108,外国语言文学学院,360,75,55,95,95,2023
北京师范大学,学科教学（地理）,045110,教育学部,353,51,51,90,90,2023
北京师范大学,小学教育,045115,教育学部,362,51,51,90,90,2023
北京师范大学,心理健康教育,045116,教育学部,362,51,51,90,90,2023
北京师范大学,科学与技术教育,045117,教育学部,368,51,51,90,90,2023
北京师范大学,学前教育,045118,教育学部,360,51,51,90,90,2023
北京师范大学,特殊教育,045119,教育学部,350,51,51,90,90,2023
北京师范大学,体育教学,045201,体育与运动学院,335,50,50,180,--,2023
北京师范大学,汉语国际教育,045300,国际中文教育学院,330,50,50,80,90,2023
北京师范大学,应用心理,045400,心理学部,370,53,53,180,--,2023
北京师范大学,应用心理,045400,心理学部,370,53,53,180,--,2023
北京师范大学,应用心理,045400,心理学部,365,53,53,180,--,2023
北京师范大学,应用心理,045400,心理学部,350,51,51,180,--,2023
北京师范大学,应用心理,045400,心理学部,370,53,53,180,--,2023
北京师范大学,应用心理,045400,心理学部,350,51,51,180,--,2023
北京师范大学,应用心理,045400,心理学部,350,51,51,180,--,2023
北京师范大学,教育经济与管理,047101,教育学部,340,51,51,180,--,2023
北京师范大学,体育学,0403,不区分院系,330,45,45,180,--,2023
北京师范大学,教育,0451,不区分院系,350,51,51,90,90,2023
北京师范大学,体育,0452,不区分院系,335,50,50,180,--,2023
北京师范大学,汉语国际教育,0453,不区分院系,330,50,50,80,90,2023
北京师范大学,应用心理,0454,不区分院系,350,51,51,180,--,2023
北京师范大学,教育学（不含体育学）,04,不区分院系,340,51,51,180,--,2023
北京师范大学,文艺学,050101,文学院,367,55,55,90,90,2023
北京师范大学,语言学及应用语言学,050102,国际中文教育学院,363,55,55,90,90,2023
北京师范大学,语言学及应用语言学,050102,文学院,363,55,55,90,90,2023
北京师范大学,汉语言文字学,050103,国际中文教育学院,363,55,55,90,90,2023
北京师范大学,汉语言文字学,050103,文学院,363,55,55,90,90,2023
北京师范大学,中国古典文献学,050104,文学院,363,55,55,90,90,2023
北京师范大学,中国古代文学,050105,文学院,367,55,55,90,90,2023
北京师范大学,中国现当代文学,050106,文学院,380,55,55,90,90,2023
北京师范大学,中国现当代文学,050106,文学院,392,55,55,90,90,2023
北京师范大学,中国现当代文学,050106,文学院,380,55,55,90,90,2023
北京师范大学,比较文学与世界文学,050108,文学院,380,55,55,90,90,2023
北京师范大学,中国民间文学,0501Z1,文学院,363,55,55,90,90,2023
北京师范大学,儿童文学,0501Z2,文学院,363,55,55,90,90,2023
北京师范大学,英语语言文学,050201,外国语言文学学院,363,55,55,90,90,2023
北京师范大学,俄语语言文学,050202,外国语言文学学院,363,55,55,90,90,2023
北京师范大学,日语语言文学,050205,外国语言文学学院,363,55,55,90,90,2023
北京师范大学,外国语言学及应用语言学,050211,外国语言文学学院,369,55,55,95,95,2023
北京师范大学,传播学,050302,新闻传播学院,395,60,60,90,90,2023
北京师范大学,英语笔译,055101,外国语言文学学院,363,65,55,90,90,2023
北京师范大学,新闻与传播,055200,新闻传播学院,390,60,60,90,90,2023
北京师范大学,翻译,0551,不区分院系,363,65,55,90,90,2023
北京师范大学,新闻与传播,0552,不区分院系,390,60,60,90,90,2023
北京师范大学,文学,05,不区分院系,363,55,55,90,90,2023
北京师范大学,考古学,060100,历史学院,336,50,50,180,--,2023
北京师范大学,中国史,060200,历史学院,336,50,50,180,--,2023
北京师范大学,世界史,060300,历史学院,336,50,50,180,--,2023
北京师范大学,历史学,06,不区分院系,336,50,50,180,--,2023
北京师范大学,基础数学,070101,数学科学学院,280,45,45,60,70,2023
北京师范大学,计算数学,070102,数学科学学院,280,45,45,60,70,2023
北京师范大学,概率论与数理统计,070103,数学科学学院,280,45,45,60,70,2023
北京师范大学,应用数学,070104,数学科学学院,280,45,45,60,70,2023
北京师范大学,理论物理,070201,物理学系,345,50,50,90,90,2023
北京师范大学,理论物理,070201,核科学与技术学院,280,45,45,60,70,2023
北京师范大学,粒子物理与原子核物理,070202,核科学与技术学院,280,45,45,60,70,2023
北京师范大学,凝聚态物理,070205,物理学系,375,50,50,90,90,2023
北京师范大学,凝聚态物理,070205,核科学与技术学院,280,45,45,60,70,2023
北京师范大学,光学,070207,物理学系,370,50,50,90,90,2023
北京师范大学,化学,070300,化学学院,355,50,50,90,90,2023
北京师范大学,天文学,070400,天文系,280,45,45,70,70,2023
北京师范大学,自然地理学,070501,地理科学学部,310,50,50,80,90,2023
北京师范大学,人文地理学,070502,地理科学学部,315,45,45,70,90,2023
北京师范大学,地图学与地理信息系统,070503,地理科学学部,320,50,50,100,100,2023
北京师范大学,自然资源,0705Z1,地理科学学部,300,50,50,85,110,2023
北京师范大学,全球环境变化,0705Z2,地理科学学部,280,45,45,60,70,2023
北京师范大学,全球环境变化,0705Z2,全球变化与地球系统科学研究院,292,45,45,90,90,2023
北京师范大学,自然灾害学,0705Z3,地理科学学部,290,45,45,60,70,2023
北京师范大学,生物学,071000,生命科学学院,360,50,50,90,90,2023
北京师范大学,系统科学,071100,系统科学学院,300,45,45,70,90,2023
北京师范大学,生态学,071300,生命科学学院,355,50,50,90,90,2023
北京师范大学,统计学,071400,统计学院,367,50,50,90,90,2023
北京师范大学,教育技术学,078401,教育学部,300,45,45,60,70,2023
北京师范大学,理学,07,不区分院系,280,45,45,60,70,2023
北京师范大学,计算机科学与技术,081200,人工智能学院,333,48,48,70,90,2023
北京师范大学,计算机软件与理论,081202,教育学部,300,45,45,70,90,2023
北京师范大学,计算机软件与理论,081202,数学科学学院,300,45,45,70,90,2023
北京师范大学,计算机应用技术,081203,心理学部,310,50,50,70,90,2023
北京师范大学,水利工程,081500,水科学研究院,308,45,45,70,90,2023
北京师范大学,水文学及水资源,081501,环境学院,300,45,45,80,90,2023
北京师范大学,水力学及河流动力学,081502,环境学院,300,45,45,80,90,2023
北京师范大学,核技术及应用,082703,核科学与技术学院,300,45,45,70,90,2023
北京师范大学,辐射防护及环境保护,082704,核科学与技术学院,300,45,45,70,90,2023
北京师范大学,环境科学与工程,083000,水科学研究院,305,45,45,70,90,2023
北京师范大学,环境科学,083001,环境学院,300,45,45,80,90,2023
北京师范大学,环境工程,083002,环境学院,300,45,45,80,90,2023
北京师范大学,工学（不含工学照顾专业）,08,不区分院系,300,45,45,70,90,2023
北京师范大学,工商管理,120200,经济与工商管理学院,360,50,50,90,90,2023
北京师范大学,公共管理,120400,政府管理学院,360,55,55,90,90,2023
北京师范大学,公共管理,120400,政府管理学院,360,55,55,90,90,2023
北京师范大学,公共管理,120400,政府管理学院,380,55,55,90,90,2023
北京师范大学,公共管理,120400,政府管理学院,360,55,55,90,90,2023
北京师范大学,公共管理,120400,社会发展与公共政策学院,392,50,50,90,90,2023
北京师范大学,图书情报与档案管理,120500,政府管理学院,380,50,50,90,90,2023
北京师范大学,图书情报与档案管理,120500,政府管理学院,360,50,50,90,90,2023
北京师范大学,图书情报与档案管理,120500,政府管理学院,360,50,50,90,90,2023
北京师范大学,工商管理,125100,湾区国际商学院,176,41,--,82,--,2023
北京师范大学,工商管理,125100,经济与工商管理学院,176,41,--,82,--,2023
北京师范大学,公共管理,125200,政府管理学院,182,55,--,90,--,2023
北京师范大学,会计,125300,湾区国际商学院,247,60,--,120,--,2023
北京师范大学,工商管理,1251,不区分院系,176,41,--,82,--,2023
北京师范大学,公共管理,1252,不区分院系,182,55,--,90,--,2023
北京师范大学,会计,1253,不区分院系,247,60,--,120,--,2023
北京师范大学,管理学,12,不区分院系,360,50,50,90,90,2023
北京师范大学,艺术学理论,130100,艺术与传媒学院,414,45,45,90,90,2023
北京师范大学,音乐与舞蹈学,130200,艺术与传媒学院,385,45,45,90,90,2023
北京师范大学,音乐与舞蹈学,130200,艺术与传媒学院,370,45,45,90,90,2023
北京师范大学,戏剧与影视学,130300,艺术与传媒学院,385,45,45,90,90,2023
北京师范大学,美术学,130400,艺术与传媒学院,364,45,45,90,90,2023
北京师范大学,音乐,135101,艺术与传媒学院,377,45,45,90,90,2023
北京师范大学,电影,135104,艺术与传媒学院,402,45,45,90,90,2023
北京师范大学,电影,135104,艺术与传媒学院,402,45,45,90,90,2023
北京师范大学,电影,135104,艺术与传媒学院,402,45,45,90,90,2023
北京师范大学,电影,135104,艺术与传媒学院,395,45,45,90,90,2023
北京师范大学,广播电视,135105,艺术与传媒学院,385,45,45,90,90,2023
北京师范大学,舞蹈,135106,艺术与传媒学院,362,45,45,90,90,2023
北京师范大学,美术,135107,艺术与传媒学院,370,45,45,90,90,2023
北京师范大学,美术,135107,艺术与传媒学院,362,45,45,90,90,2023
北京师范大学,艺术设计,135108,未来设计学院,397,50,50,90,90,2023
北京师范大学,艺术,1351,不区分院系,362,45,45,90,90,2023
北京师范大学,艺术学,13,不区分院系,362,45,45,90,90,2023
北京师范大学,国家安全学,140200,国家安全与应急管理学院,300,45,45,70,90,2023
北京师范大学,交叉学科,14,不区分院系,300,45,45,70,90,2023
北京师范大学,哲学,010100,哲学学院,350,50,50,90,90,2024
北京师范大学,哲学,01,不区分院系,350,50,50,90,90,2024
北京师范大学,理论经济学,020100,经济与工商管理学院,355,60,60,90,90,2024
北京师范大学,理论经济学,020100,经济与资源管理研究院,355,55,55,90,90,2024
北京师范大学,人口、资源与环境经济学,020106,环境学院,355,55,55,90,90,2024
北京师范大学,应用经济学,020200,经济与工商管理学院,365,60,60,90,90,2024
北京师范大学,应用经济学,020200,经济与资源管理研究院,355,55,55,90,90,2024
北京师范大学,金融,025100,湾区国际商学院,365,60,60,90,90,2024
北京师范大学,应用统计,025200,统计学院,375,50,50,90,90,2024
北京师范大学,国际商务,025400,湾区国际商学院,365,60,60,90,90,2024
北京师范大学,金融,0251,不区分院系,365,60,60,90,90,2024
北京师范大学,应用统计,0252,不区分院系,375,50,50,90,90,2024
北京师范大学,国际商务,0254,不区分院系,365,60,60,90,90,2024
北京师范大学,经济学,02,不区分院系,355,55,55,90,90,2024
北京师范大学,法学理论,030101,法学院,350,55,55,90,90,2024
北京师范大学,宪法学与行政法学,030103,法学院,350,55,55,90,90,2024
北京师范大学,刑法学,030104,法学院,367,55,55,90,90,2024
北京师范大学,民商法学,030105,法学院,350,55,55,90,90,2024
北京师范大学,诉讼法学,030106,法学院,375,55,55,90,90,2024
北京师范大学,经济法学,030107,法学院,382,55,55,90,90,2024
北京师范大学,国际法学,030109,法学院,350,55,55,90,90,2024
北京师范大学,社会学,030300,社会学院,375,55,55,90,90,2024
北京师范大学,马克思主义基本原理,030501,马克思主义学院,377,55,55,90,90,2024
北京师范大学,马克思主义发展史,030502,马克思主义学院,358,55,55,90,90,2024
北京师范大学,马克思主义中国化研究,030503,马克思主义学院,411,55,55,90,90,2024
北京师范大学,思想政治教育,030505,马克思主义学院,355,55,55,90,90,2024
北京师范大学,党的建设,0305Z1,马克思主义学院,388,55,55,90,90,2024
北京师范大学,党的历史与理论,0305Z2,马克思主义学院,355,55,55,90,90,2024
北京师范大学,法律（非法学）,035101,法学院,340,50,50,90,90,2024
北京师范大学,法律（法学）,035102,法学院,367,55,55,90,90,2024
北京师范大学,法律（法学）,035102,法学院,340,50,50,90,90,2024
北京师范大学,社会工作,035200,社会发展与公共政策学院,365,50,50,90,90,2024
北京师范大学,社会工作,035200,社会学院,365,50,50,90,90,2024
北京师范大学,社会工作,0352,不区分院系,365,50,50,90,90,2024
北京师范大学,法学,03,不区分院系,350,55,55,90,90,2024
北京师范大学,教育学,040100,中国基础教育质量监测协同创新中心,350,51,51,180,--,2024
北京师范大学,教育学原理,040101,教育学部,362,51,51,180,--,2024
北京师范大学,课程与教学论,040102,哲学学院,350,51,51,180,--,2024
北京师范大学,课程与教学论,040102,教育学部,358,51,51,180,--,2024
北京师范大学,课程与教学论,040102,教育学部,350,51,51,180,--,2024
北京师范大学,课程与教学论,040102,文学院,361,60,60,180,--,2024
北京师范大学,课程与教学论,040102,历史学院,350,51,51,180,--,2024
北京师范大学,课程与教学论,040102,数学科学学院,350,51,51,180,--,2024
北京师范大学,课程与教学论,040102,物理学系,362,51,51,180,--,2024
北京师范大学,课程与教学论,040102,化学学院,350,55,55,200,--,2024
北京师范大学,课程与教学论,040102,生命科学学院,350,51,51,180,--,2024
北京师范大学,课程与教学论,040102,心理学部,350,51,51,180,--,2024
北京师范大学,课程与教学论,040102,地理科学学部,350,51,51,180,--,2024
北京师范大学,教育史,040103,教育学部,350,51,51,180,--,2024
北京师范大学,比较教育学,040104,教育学部,354,51,51,180,--,2024
北京师范大学,学前教育学,040105,教育学部,350,51,51,180,--,2024
北京师范大学,高等教育学,040106,教育学部,350,51,51,180,--,2024
北京师范大学,成人教育学,040107,教育学部,350,51,51,180,--,2024
北京师范大学,职业技术教育学,040108,教育学部,350,51,51,180,--,2024
北京师范大学,特殊教育学,040109,教育学部,350,51,51,180,--,2024
北京师范大学,教师教育,0401Z1,教育学部,350,51,51,180,153,2024
北京师范大学,互联网教育,0401Z2,教育学部,350,51,51,180,153,2024
北京师范大学,心理学,040200,中国基础教育质量监测协同创新中心,365,60,60,200,--,2024
北京师范大学,心理学,040200,心理学部,372,60,60,200,--,2024
北京师范大学,体育人文社会学,040301,体育与运动学院,355,55,55,180,--,2024
北京师范大学,运动人体科学,040302,体育与运动学院,350,55,55,180,--,2024
北京师范大学,体育教育训练学,040303,体育与运动学院,340,55,55,180,--,2024
北京师范大学,民族传统体育学,040304,体育与运动学院,340,55,55,180,--,2024
北京师范大学,教育管理,045101,教育学部,350,51,51,90,90,2024
北京师范大学,学科教学（思政）,045102,马克思主义学院,381,51,51,90,90,2024
北京师范大学,学科教学（语文）,045103,教育学部,366,51,51,90,90,2024
北京师范大学,学科教学（语文）,045103,教育学部,356,51,51,90,90,2024
北京师范大学,学科教学（语文）,045103,文学院,353,55,55,90,90,2024
北京师范大学,学科教学（数学）,045104,教育学部,376,51,51,90,90,2024
北京师范大学,学科教学（数学）,045104,数学科学学院,365,51,51,90,90,2024
北京师范大学,学科教学（物理）,045105,教育学部,370,51,51,90,90,2024
北京师范大学,学科教学（化学）,045106,教育学部,368,51,51,90,90,2024
北京师范大学,学科教学（生物）,045107,教育学部,388,51,51,90,90,2024
北京师范大学,学科教学（英语）,045108,教育学部,373,51,51,90,90,2024
北京师范大学,学科教学（英语）,045108,外国语言文学学院,378,70,60,100,100,2024
北京师范大学,学科教学（历史）,045109,教育学部,351,51,51,90,90,2024
北京师范大学,学科教学（地理）,045110,教育学部,370,51,51,90,90,2024
北京师范大学,小学教育,045115,教育学部,371,51,51,90,90,2024
北京师范大学,心理健康教育,045116,教育学部,359,51,51,90,90,2024
北京师范大学,科学与技术教育,045117,教育学部,354,51,51,90,90,2024
北京师范大学,科学与技术教育,045117,人工智能学院,350,51,51,90,90,2024
北京师范大学,学前教育,045118,教育学部,350,51,51,90,90,2024
北京师范大学,特殊教育,045119,教育学部,350,51,51,90,90,2024
北京师范大学,体育教学,045201,体育与运动学院,360,55,55,180,--,2024
北京师范大学,国际中文教育,045300,国际中文教育学院,365,55,55,90,90,2024
北京师范大学,应用心理,045400,心理学部,370,51,51,180,--,2024
北京师范大学,应用心理,045400,心理学部,395,53,53,180,--,2024
北京师范大学,应用心理,045400,心理学部,370,51,51,180,--,2024
北京师范大学,应用心理,045400,心理学部,350,51,51,180,--,2024
北京师范大学,应用心理,045400,心理学部,395,53,53,180,--,2024
北京师范大学,应用心理,045400,心理学部,350,51,51,180,--,2024
北京师范大学,应用心理,045400,心理学部,360,51,51,180,--,2024
北京师范大学,教育经济与管理,047101,教育学部,350,51,51,180,--,2024
北京师范大学,体育学,0403,不区分院系,340,55,55,180,--,2024
北京师范大学,教育,0451,不区分院系,350,51,51,90,90,2024
北京师范大学,体育,0452,不区分院系,360,55,55,180,--,2024
北京师范大学,国际中文教育,0453,不区分院系,365,55,55,90,90,2024
北京师范大学,应用心理,0454,不区分院系,350,51,51,180,--,2024
北京师范大学,教育学（不含体育学）,04,不区分院系,350,51,51,180,--,2024
北京师范大学,文艺学,050101,文学院,399,60,60,90,90,2024
北京师范大学,语言学及应用语言学,050102,文学院,386,60,60,90,90,2024
北京师范大学,语言学及应用语言学,050102,国际中文教育学院,365,55,55,90,83,2024
北京师范大学,汉语言文字学,050103,文学院,365,60,60,90,90,2024
北京师范大学,汉语言文字学,050103,国际中文教育学院,365,55,55,90,90,2024
