学校,专业,代码,招生院系,总分,政治,外语,专业课一,专业课二,录取年份
清华大学,哲学,01,不区分院系,355,48,55,100,100,2023
清华大学,金融,0251,不区分院系,369,50,50,90,80,2023
清华大学,应用统计,0252,不区分院系,405,60,60,125,115,2023
清华大学,经济学,02,不区分院系,355,60,60,90,90,2023
清华大学,法律（非法学）,035101,不区分院系,360,55,55,90,90,2023
清华大学,社会工作,0352,不区分院系,350,60,50,90,90,2023
清华大学,法学,03,不区分院系,345,55,55,90,90,2023
清华大学,体育学,0403,不区分院系,330,60,55,180,--,2023
清华大学,体育,0452,不区分院系,380,60,55,180,--,2023
清华大学,应用心理,0454,不区分院系,350,60,51,180,--,2023
清华大学,教育学（不含体育学）,04,不区分院系,350,60,60,180,--,2023
清华大学,新闻与传播,0552,不区分院系,363,75,55,81,110,2023
清华大学,文学,05,不区分院系,363,54,54,90,95,2023
清华大学,历史学,06,不区分院系,350,55,55,240,--,2023
清华大学,理学,07,不区分院系,375,60,60,120,120,2023
清华大学,建筑学,0851,不区分院系,305,40,45,70,90,2023
清华大学,城市规划,0853,不区分院系,325,50,50,80,70,2023
清华大学,电子信息,0854,不区分院系,325,50,50,80,70,2023
清华大学,机械,0855,不区分院系,325,50,50,80,70,2023
清华大学,材料与化工,0856,不区分院系,325,50,50,80,70,2023
清华大学,资源与环境,0857,不区分院系,325,50,50,80,70,2023
清华大学,能源动力,0858,不区分院系,325,50,50,80,70,2023
清华大学,土木水利,0859,不区分院系,325,50,50,80,70,2023
清华大学,工学（不含工学照顾专业）,08,不区分院系,325,50,50,80,70,2023
清华大学,风景园林,0953,不区分院系,300,33,40,70,80,2023
清华大学,临床医学,1051,不区分院系,320,45,45,180,--,2023
清华大学,公共卫生,1053,不区分院系,315,45,45,190,--,2023
清华大学,医学（不含中医类照顾专业）,10,不区分院系,300,45,50,180,--,2023
清华大学,工程管理,125601,不区分院系,178,44,--,88,--,2023
清华大学,物流工程与管理,125604,不区分院系,244,70,44,130,88,2023
清华大学,工商管理,1251,不区分院系,167,41,--,82,--,2023
清华大学,公共管理,1252,不区分院系,175,44,--,88,--,2023
清华大学,会计,1253,不区分院系,197,51,--,102,--,2023
清华大学,管理学,12,不区分院系,350,50,50,90,85,2023
清华大学,艺术,1351,不区分院系,362,45,45,80,100,2023
清华大学,艺术学,13,不区分院系,362,45,45,80,90,2023
清华大学,哲学,01,不区分院系,363,60,60,90,100,2024
清华大学,金融,0251,不区分院系,390,50,50,90,90,2024
清华大学,应用统计,0252,不区分院系,420,60,60,140,130,2024
清华大学,经济学,02,不区分院系,350,60,60,90,90,2024
清华大学,法律（非法学）,035101,法学院,357,55,55,90,90,2024
清华大学,社会工作,0352,不区分院系,331,47,50,80,85,2024
清华大学,法学,03,不区分院系,335,50,50,75,75,2024
清华大学,体育学,0403,不区分院系,315,60,55,180,--,2024
清华大学,体育,0452,不区分院系,358,60,60,180,--,2024
清华大学,应用心理,0454,不区分院系,375,55,55,180,--,2024
清华大学,教育学（不含体育学）,04,不区分院系,360,60,60,180,--,2024
清华大学,新闻与传播,0552,不区分院系,372,55,55,105,115,2024
清华大学,文学,05,不区分院系,365,55,55,100,100,2024
清华大学,历史学,06,不区分院系,345,60,60,210,--,2024
清华大学,理学,07,不区分院系,385,60,60,105,120,2024
清华大学,建筑,0851,不区分院系,350,50,50,90,90,2024
清华大学,城乡规划,0853,不区分院系,350,50,50,90,90,2024
清华大学,风景园林,0862,不区分院系,300,40,50,85,85,2024
清华大学,工学（不含工学照顾专业）,08,不区分院系,335,50,50,80,70,2024
清华大学,临床医学,1051,不区分院系,340,60,55,190,--,2024
清华大学,公共卫生,1053,不区分院系,304,45,45,155,--,2024
清华大学,医学（不含中医类照顾专业）,10,不区分院系,330,65,60,190,--,2024
清华大学,工程管理,125601,工业工程系,176,43,--,86,--,2024
清华大学,物流工程与管理,125604,清华大学深圳国际研究生院,247,70,--,140,--,2024
清华大学,医疗管理,1258S1,清华大学深圳国际研究生院,175,41,--,82,--,2024
清华大学,工商管理,1251,不区分院系,162,39,--,78,--,2024
清华大学,公共管理,1252,不区分院系,173,43,--,86,--,2024
清华大学,会计,1253,不区分院系,201,52,--,104,--,2024
清华大学,管理学,12,不区分院系,350,50,50,90,85,2024
清华大学,美术与书法,1356,不区分院系,362,45,45,80,100,2024
清华大学,设计,1357,不区分院系,362,45,45,80,100,2024
清华大学,艺术学,13,不区分院系,362,50,50,90,90,2024
清华大学,交叉学科,14,不区分院系,326,45,45,80,100,2024
清华大学,哲学,01,不区分院系,370,55,60,100,95,2025
清华大学,技术转移,0259S1,五道口金融学院,323,40,40,60,60,2025
清华大学,金融,0251,不区分院系,365,50,50,90,90,2025
清华大学,应用统计,0252,不区分院系,380,60,55,125,100,2025
清华大学,数字经济,0258,不区分院系,346,40,40,60,60,2025
清华大学,经济学,02,不区分院系,350,60,55,90,90,2025
清华大学,法律（非法学）,035101,法学院,343,55,55,90,90,2025
清华大学,法律（法学）,035102,法学院,340,55,55,90,90,2025
清华大学,社会工作,0352,不区分院系,323,45,50,80,80,2025
清华大学,法学,03,不区分院系,323,45,45,75,75,2025
清华大学,体育学,0403,不区分院系,328,55,55,200,--,2025
清华大学,体育,0452,不区分院系,368,55,55,230,--,2025
清华大学,应用心理,0454,不区分院系,341,45,45,180,--,2025
清华大学,教育学（不含体育学）,04,不区分院系,345,55,55,180,--,2025
清华大学,新闻与传播,0552,不区分院系,352,55,50,110,110,2025
清华大学,文学,05,不区分院系,351,50,50,100,100,2025
清华大学,历史学,06,不区分院系,340,50,50,180,--,2025
清华大学,理学,07,不区分院系,328,46,54,90,96,2025
清华大学,建筑,0851,不区分院系,310,45,50,85,90,2025
清华大学,城乡规划,0853,不区分院系,330,45,45,90,90,2025
清华大学,电子信息,0854,不区分院系,325,40,50,80,70,2025
清华大学,机械,0855,不区分院系,325,40,50,80,70,2025
清华大学,材料与化工,0856,不区分院系,325,40,50,80,70,2025
清华大学,资源与环境,0857,不区分院系,325,40,50,80,70,2025
清华大学,能源动力,0858,不区分院系,325,40,50,80,70,2025
清华大学,土木水利,0859,不区分院系,325,40,50,80,70,2025
清华大学,风景园林,0862,不区分院系,300,34,45,85,90,2025
清华大学,工学（不含工学照顾专业）,08,不区分院系,325,40,50,80,70,2025
清华大学,临床医学,1051,不区分院系,330,40,50,190,--,2025
清华大学,公共卫生,1053,不区分院系,294,40,40,180,--,2025
清华大学,医学（不含中医类照顾专业）,10,不区分院系,335,50,50,190,--,2025
清华大学,工程管理,125601,工业工程系,162,38,--,76,--,2025
清华大学,物流工程与管理,125604,清华大学深圳国际研究生院,237,70,--,140,--,2025
清华大学,医疗管理,1258S1,清华大学深圳国际研究生院,182,38,--,76,--,2025
清华大学,全球领导力,1259S1,苏世民书院,246,78,--,163,--,2025
清华大学,工商管理,1251,不区分院系,151,35,--,70,--,2025
清华大学,公共管理,1252,不区分院系,164,38,--,76,--,2025
清华大学,会计,1253,不区分院系,194,48,--,96,--,2025
清华大学,管理学,12,不区分院系,345,46,50,90,80,2025
清华大学,美术与书法,1356,不区分院系,351,40,45,80,100,2025
清华大学,设计,1357,不区分院系,351,40,45,80,100,2025
清华大学,艺术学,13,不区分院系,351,40,45,90,90,2025
清华大学,交叉学科,14,不区分院系,280,40,45,80,100,2025
清华大学,哲学,01,不区分院系,360,50,60,100,95,2026
清华大学,技术转移,0259S1,五道口金融学院,324,40,40,60,60,2026
清华大学,金融,0251,不区分院系,380,50,50,90,90,2026
清华大学,应用统计,0252,不区分院系,324,40,40,60,60,2026
清华大学,数字经济,0258,不区分院系,324,40,40,60,60,2026
清华大学,经济学,02,不区分院系,390,60,60,90,90,2026
清华大学,法律（非法学）,035101,法学院,343,55,55,90,90,2026
清华大学,法律（法学）,035102,法学院,362,55,55,90,90,2026
清华大学,法学,03,不区分院系,330,55,55,90,90,2026
清华大学,体育学,0403,不区分院系,360,60,55,230,--,2026
清华大学,体育,0452,不区分院系,385,60,55,230,--,2026
清华大学,应用心理,0454,不区分院系,395,60,50,240,--,2026
清华大学,教育学,04,不区分院系,375,60,60,180,--,2026
清华大学,新闻与传播,0552,不区分院系,355,55,55,105,105,2026
清华大学,文学,05,不区分院系,365,60,50,100,100,2026
清华大学,历史学,06,不区分院系,345,50,55,200,--,2026
清华大学,理学,07,不区分院系,345,55,50,90,95,2026
清华大学,建筑,0851,不区分院系,330,50,50,80,70,2026
清华大学,城乡规划,0853,不区分院系,330,50,50,80,70,2026
清华大学,电子信息,0854,不区分院系,330,50,50,80,70,2026
清华大学,机械,0855,不区分院系,330,50,50,80,70,2026
清华大学,材料与化工,0856,不区分院系,330,50,50,80,70,2026
清华大学,资源与环境,0857,不区分院系,330,50,50,80,70,2026
清华大学,能源动力,0858,不区分院系,330,50,50,80,70,2026
清华大学,土木水利,0859,不区分院系,330,50,50,80,70,2026
清华大学,生物与医药,0860,不区分院系,330,50,50,80,70,2026
清华大学,风景园林,0862,不区分院系,330,45,50,80,80,2026
清华大学,工学（不含工学照顾专业）,08,不区分院系,330,50,50,80,70,2026
清华大学,临床医学,1051,不区分院系,355,50,50,200,--,2026
清华大学,公共卫生,1053,不区分院系,295,40,40,180,--,2026
清华大学,医学,10,不区分院系,380,50,50,200,--,2026
清华大学,工程管理,125601,工业工程系,166,39,--,78,--,2026
清华大学,工业工程与管理,125603,工业工程系,258,70,--,140,--,2026
清华大学,物流工程与管理,125604,清华大学深圳国际研究生院,258,70,--,140,--,2026
清华大学,医疗管理,1258S1,医疗管理学院,332,41,41,62,62,2026
清华大学,医疗管理,1258S1,清华大学深圳国际研究生院,332,41,41,62,62,2026
清华大学,工商管理,1251,不区分院系,146,35,--,70,--,2026
清华大学,公共管理,1252,不区分院系,168,40,--,78,--,2026
清华大学,会计,1253,不区分院系,199,51,--,102,--,2026
清华大学,管理学,12,不区分院系,340,50,50,85,80,2026
清华大学,美术与书法,1356,不区分院系,355,40,45,80,100,2026
清华大学,设计,1357,不区分院系,354,40,45,80,100,2026
清华大学,艺术学,13,不区分院系,379,40,45,90,90,2026
清华大学,交叉学科,14,不区分院系,320,40,45,80,100,2026
北京大学,哲学,01,不区分院系,350,55,50,90,90,2023
北京大学,金融,0251,不区分院系,380,60,55,90,90,2023
北京大学,税务,0253,不区分院系,380,60,55,90,90,2023
北京大学,国际商务,0254,不区分院系,380,60,55,90,90,2023
北京大学,保险,0255,不区分院系,380,60,55,90,90,2023
北京大学,审计,0257,不区分院系,250,55,--,155,--,2023
北京大学,经济学,02,不区分院系,375,55,50,90,90,2023
北京大学,法律（非法学）,035101,不区分院系,355,55,50,90,90,2023
北京大学,法律（法学）,035102,不区分院系,355,55,50,90,90,2023
北京大学,社会工作,0352,不区分院系,350,55,50,90,90,2023
北京大学,法学,03,不区分院系,345,55,50,90,90,2023
北京大学,体育,0452,不区分院系,380,55,50,180,--,2023
北京大学,汉语国际教育,0453,不区分院系,350,55,55,90,90,2023
北京大学,应用心理,0454,不区分院系,395,55,55,180,--,2023
北京大学,教育学（不含体育学）,04,不区分院系,355,55,55,180,--,2023
北京大学,翻译,0551,不区分院系,365,60,55,90,90,2023
北京大学,新闻与传播,0552,不区分院系,370,55,55,90,90,2023
北京大学,文学,05,不区分院系,365,55,55,90,90,2023
北京大学,文物与博物馆,0651,不区分院系,340,55,50,180,--,2023
北京大学,历史学,06,不区分院系,380,55,50,180,--,2023
北京大学,理学,07,不区分院系,310,55,50,90,90,2023
北京大学,电子信息,0854,不区分院系,300,55,50,90,90,2023
北京大学,机械,0855,不区分院系,300,55,50,90,90,2023
北京大学,工学（不含工学照顾专业）,08,不区分院系,310,55,50,90,90,2023
北京大学,风景园林,0953,不区分院系,325,55,50,90,90,2023
北京大学,临床医学,1051,不区分院系,345,55,50,180,--,2023
北京大学,口腔医学,1052,不区分院系,325,55,50,180,--,2023
北京大学,公共卫生,1053,不区分院系,320,55,50,180,--,2023
北京大学,护理,1054,不区分院系,310,55,50,180,--,2023
北京大学,药学,1055,不区分院系,350,55,50,180,--,2023
北京大学,医学（不含中医类照顾专业）,10,不区分院系,310,55,50,180,--,2023
北京大学,工商管理,1251,不区分院系,167,41,--,82,--,2023
北京大学,公共管理,1252,不区分院系,205,55,--,120,--,2023
北京大学,会计,1253,不区分院系,260,60,--,150,--,2023
北京大学,工程管理,1256,不区分院系,178,44,--,88,--,2023
北京大学,管理学,12,不区分院系,355,55,50,90,90,2023
北京大学,艺术,1351,不区分院系,365,55,50,90,90,2023
北京大学,交叉学科,14,不区分院系,310,55,50,90,90,2023
北京大学,哲学,01,不区分院系,355,55,55,90,90,2024
北京大学,金融,0251,不区分院系,380,60,55,90,90,2024
北京大学,税务,0253,不区分院系,380,60,55,90,90,2024
北京大学,国际商务,0254,不区分院系,380,60,55,90,90,2024
北京大学,保险,0255,不区分院系,380,60,55,90,90,2024
北京大学,经济学,02,不区分院系,375,55,55,90,90,2024
北京大学,法律（非法学）,035101,法学院,355,55,55,90,90,2024
北京大学,法律（非法学）,035101,深圳研究生院,355,55,55,90,90,2024
北京大学,法律（法学）,035102,法学院,355,55,55,90,90,2024
北京大学,法律（法学）,035102,深圳研究生院,355,55,55,90,90,2024
北京大学,社会政策,0356S1,社会学系,335,55,55,90,90,2024
北京大学,社会工作,0352,不区分院系,335,55,55,90,90,2024
北京大学,法学,03,不区分院系,345,55,55,90,90,2024
北京大学,体育,0452,不区分院系,365,55,55,180,--,2024
北京大学,国际中文教育,0453,不区分院系,365,55,55,90,90,2024
北京大学,应用心理,0454,不区分院系,365,55,55,180,--,2024
北京大学,教育学（不含体育学）,04,不区分院系,355,55,55,180,--,2024
北京大学,翻译,0551,不区分院系,365,60,55,90,90,2024
北京大学,新闻与传播,0552,不区分院系,375,55,55,90,90,2024
北京大学,文学,05,不区分院系,365,55,55,90,90,2024
北京大学,博物馆,0651,不区分院系,360,55,55,180,--,2024
北京大学,历史学,06,不区分院系,365,55,55,180,--,2024
北京大学,理学,07,不区分院系,310,55,55,90,90,2024
北京大学,电子信息,0854,不区分院系,330,55,55,90,90,2024
北京大学,机械,0855,不区分院系,330,55,55,90,90,2024
北京大学,风景园林,0862,不区分院系,330,55,55,90,90,2024
北京大学,工学（不含工学照顾专业）,08,不区分院系,310,55,55,90,90,2024
北京大学,临床医学,1051,不区分院系,360,55,55,180,--,2024
北京大学,口腔医学,1052,不区分院系,345,55,55,180,--,2024
北京大学,公共卫生,1053,不区分院系,320,55,55,180,--,2024
北京大学,护理,1054,不区分院系,330,55,55,180,--,2024
北京大学,药学,1055,不区分院系,355,55,55,180,--,2024
北京大学,医学技术,1058,不区分院系,310,55,55,180,--,2024
北京大学,医学（不含中医类照顾专业）,10,不区分院系,310,55,55,180,--,2024
北京大学,工商管理,1251,不区分院系,162,39,--,78,--,2024
北京大学,公共管理,1252,不区分院系,200,55,--,120,--,2024
北京大学,会计,1253,不区分院系,260,60,--,150,--,2024
北京大学,工程管理,1256,不区分院系,176,43,--,86,--,2024
北京大学,审计,1257,不区分院系,260,55,--,155,--,2024
北京大学,管理学,12,不区分院系,350,55,55,90,90,2024
北京大学,戏剧与影视,1354,不区分院系,365,55,55,90,90,2024
北京大学,大数据,1453S1,数学科学学院,310,55,55,90,90,2024
北京大学,交叉学科,14,不区分院系,310,55,55,90,90,2024
北京大学,哲学,01,不区分院系,345,50,50,90,90,2025
北京大学,金融,0251,不区分院系,360,55,50,90,90,2025
北京大学,税务,0253,不区分院系,360,55,50,90,90,2025
北京大学,国际商务,0254,不区分院系,360,55,50,90,90,2025
北京大学,保险,0255,不区分院系,360,55,50,90,90,2025
北京大学,数字经济,0258,不区分院系,385,55,50,90,90,2025
北京大学,经济学,02,不区分院系,375,50,50,90,90,2025
北京大学,法律（非法学）,035101,法学院,350,50,50,90,90,2025
北京大学,法律（非法学）,035101,深圳研究生院,350,50,50,90,90,2025
北京大学,法律（法学）,035102,深圳研究生院,350,50,50,90,90,2025
北京大学,法律（法学）,035102,法学院,350,50,50,90,90,2025
北京大学,社会工作,0352,不区分院系,325,50,50,90,90,2025
北京大学,社会政策,0356,不区分院系,325,50,50,90,90,2025
北京大学,法学,03,不区分院系,345,50,50,90,90,2025
北京大学,体育,0452,不区分院系,355,50,50,180,--,2025
北京大学,国际中文教育,0453,不区分院系,345,50,50,90,90,2025
北京大学,应用心理,0454,不区分院系,365,50,50,180,--,2025
北京大学,教育学（不含体育学）,04,不区分院系,350,50,50,180,--,2025
北京大学,翻译,0551,不区分院系,355,55,50,90,90,2025
北京大学,新闻与传播,0552,不区分院系,365,50,50,90,90,2025
北京大学,文学,05,不区分院系,355,50,50,90,90,2025
北京大学,博物馆,0651,不区分院系,340,50,50,180,--,2025
北京大学,历史学,06,不区分院系,345,50,50,180,--,2025
北京大学,理学,07,不区分院系,300,50,50,90,90,2025
北京大学,电子信息,0854,不区分院系,330,50,50,90,90,2025
北京大学,机械,0855,不区分院系,340,50,50,90,90,2025
北京大学,材料与化工,0856,不区分院系,300,50,50,90,90,2025
北京大学,风景园林,0862,不区分院系,330,50,50,90,90,2025
北京大学,工学（不含工学照顾专业）,08,不区分院系,300,50,50,90,90,2025
北京大学,临床医学,1051,不区分院系,350,50,50,180,--,2025
北京大学,口腔医学,1052,不区分院系,320,50,50,180,--,2025
北京大学,公共卫生,1053,不区分院系,310,50,50,180,--,2025
北京大学,护理,1054,不区分院系,320,50,50,180,--,2025
北京大学,药学,1055,不区分院系,335,50,50,180,--,2025
北京大学,医学技术,1058,不区分院系,310,50,50,180,--,2025
北京大学,医学（不含中医类照顾专业）,10,不区分院系,310,50,50,180,--,2025
北京大学,工商管理,1251,不区分院系,151,35,--,70,--,2025
北京大学,公共管理,1252,不区分院系,195,50,--,120,--,2025
北京大学,会计,1253,不区分院系,245,55,--,150,--,2025
北京大学,工程管理,1256,不区分院系,162,38,--,76,--,2025
北京大学,审计,1257,不区分院系,245,50,--,155,--,2025
北京大学,管理学,12,不区分院系,340,50,50,90,90,2025
北京大学,戏剧与影视,1354,不区分院系,355,50,50,90,90,2025
北京大学,大数据,1453,不区分院系,360,50,50,90,90,2025
北京大学,交叉学科,14,不区分院系,300,50,50,90,90,2025
北京大学,马克思主义哲学,010101,哲学系,345,55,55,90,90,2026
北京大学,中国哲学,010102,哲学系,345,55,55,90,90,2026
北京大学,外国哲学,010103,哲学系,345,55,55,90,90,2026
北京大学,逻辑学,010104,哲学系,345,55,55,90,90,2026
北京大学,伦理学,010105,哲学系,345,55,55,90,90,2026
北京大学,美学,010106,哲学系,345,55,55,90,90,2026
北京大学,宗教学,010107,哲学系,345,55,55,90,90,2026
北京大学,科学技术哲学,010108,哲学系,345,55,55,90,90,2026
北京大学,政治经济学,020101,马克思主义学院,375,55,55,90,90,2026
北京大学,西方经济学,020104,深圳研究生院,375,55,55,90,90,2026
北京大学,金融,025100,深圳研究生院,360,55,55,90,90,2026
北京大学,金融,025100,数学科学学院,360,55,55,90,90,2026
北京大学,金融,025100,光华管理学院,360,55,55,90,90,2026
北京大学,金融,025100,经济学院,360,55,55,90,90,2026
北京大学,税务,025300,经济学院,360,55,55,90,90,2026
北京大学,国际商务,025400,经济学院,360,55,55,90,90,2026
北京大学,保险,025500,经济学院,360,55,55,90,90,2026
北京大学,数字经济,025800,经济学院,360,55,55,90,90,2026
北京大学,法律史,030102,法学院,345,55,55,90,90,2026
北京大学,宪法学与行政法学,030103,法学院,345,55,55,90,90,2026
北京大学,刑法学,030104,法学院,345,55,55,90,90,2026
北京大学,民商法学,030105,法学院,345,55,55,90,90,2026
北京大学,经济法学,030107,法学院,345,55,55,90,90,2026
北京大学,国际法学,030109,法学院,345,55,55,90,90,2026
北京大学,商法,0301Z2,法学院,345,55,55,90,90,2026
北京大学,国际经济法,0301Z3,法学院,345,55,55,90,90,2026
北京大学,政治学理论,030201,政府管理学院,345,55,55,90,90,2026
北京大学,科学社会主义与国际共产主义运动,030203,国际关系学院,345,55,55,90,90,2026
北京大学,中共党史,030204,国际关系学院,345,55,55,90,90,2026
北京大学,国际政治,030206,国际关系学院,345,55,55,90,90,2026
北京大学,国际关系,030207,国际关系学院,345,55,55,90,90,2026
北京大学,外交学,030208,国际关系学院,345,55,55,90,90,2026
北京大学,国际政治经济学,0302Z1,国际关系学院,345,55,55,90,90,2026
北京大学,中国政治,0302Z3,政府管理学院,345,55,55,90,90,2026
北京大学,比较政治学,0302Z4,国际关系学院,345,55,55,90,90,2026
北京大学,国际组织与国际公共政策,0302Z5,国际关系学院,345,55,55,90,90,2026
北京大学,国家安全战略与管理,0302Z6,政府管理学院,345,55,55,90,90,2026
北京大学,社会学,030301,社会学系,345,55,55,90,90,2026
北京大学,人类学,030303,社会学系,345,55,55,90,90,2026
北京大学,女性学,0303Z3,社会学系,345,55,55,90,90,2026
北京大学,马克思主义基本原理,030501,马克思主义学院,345,55,55,90,90,2026
北京大学,马克思主义发展史,030502,马克思主义学院,345,55,55,90,90,2026
北京大学,马克思主义中国化研究,030503,马克思主义学院,345,55,55,90,90,2026
北京大学,国外马克思主义研究,030504,马克思主义学院,345,55,55,90,90,2026
北京大学,思想政治教育,030505,马克思主义学院,345,55,55,90,90,2026
北京大学,中国近现代史基本问题研究,030506,马克思主义学院,345,55,55,90,90,2026
北京大学,中共党史党建学,030700,马克思主义学院,345,55,55,90,90,2026
北京大学,法律（非法学）,035101,深圳研究生院,340,55,55,90,90,2026
北京大学,法律（非法学）,035101,法学院,340,55,55,90,90,2026
北京大学,法律（法学）,035102,法学院,340,55,55,90,90,2026
北京大学,法律（法学）,035102,深圳研究生院,340,55,55,90,90,2026
北京大学,社会工作,035200,社会学系,340,55,55,90,90,2026
北京大学,社会工作,035200,人口研究所,340,55,55,90,90,2026
北京大学,社会政策,0356S1,社会学系,340,55,55,90,90,2026
北京大学,教育学原理,040101,教育学院,350,55,55,180,--,2026
北京大学,高等教育学,040106,教育学院,350,55,55,180,--,2026
北京大学,教育技术学,040110,教育学院,350,55,55,180,--,2026
北京大学,医学教育,0401Z2,教育学院,350,55,55,180,144,2026
北京大学,体育,0452,不区分院系,335,55,55,180,--,2026
北京大学,国际中文教育,0453,不区分院系,360,55,55,90,90,2026
北京大学,应用心理,0454,不区分院系,365,55,55,180,--,2026
北京大学,文艺学,050101,中国语言文学系,355,55,55,90,90,2026
北京大学,语言学及应用语言学,050102,中国语言文学系,355,55,55,90,90,2026
北京大学,汉语言文字学,050103,中国语言文学系,355,55,55,90,90,2026
北京大学,中国古典文献学,050104,中国语言文学系,355,55,55,90,90,2026
北京大学,中国古代文学,050105,中国语言文学系,355,55,55,90,90,2026
北京大学,中国现当代文学,050106,中国语言文学系,355,55,55,90,90,2026
北京大学,比较文学与世界文学,050108,中国语言文学系,355,55,55,90,90,2026
北京大学,比较文学与世界文学,050108,外国语学院,355,55,55,90,90,2026
北京大学,中国民间文学,0501Z1,中国语言文学系,355,55,55,90,90,2026
北京大学,英语语言文学,050201,外国语学院,355,55,55,90,90,2026
北京大学,俄语语言文学,050202,外国语学院,355,55,55,90,90,2026
北京大学,印度语言文学,050206,外国语学院,355,55,55,90,90,2026
北京大学,亚非语言文学,050210,外国语学院,355,55,55,90,90,2026
北京大学,外国语言学及应用语言学,050211,外国语学院,355,55,55,90,90,2026
北京大学,翻译,0551,不区分院系,355,55,55,90,90,2026
北京大学,新闻与传播,0552,不区分院系,375,55,55,90,90,2026
北京大学,中国史,060200,历史学系,355,55,55,180,--,2026
北京大学,世界史,060300,历史学系,355,55,55,180,--,2026
北京大学,博物馆,065100,考古文博学院,345,55,55,180,--,2026
北京大学,自然地理学,070501,城市与环境学院,300,55,55,90,90,2026
北京大学,人文地理学,070502,城市与环境学院,300,55,55,90,90,2026
北京大学,国土空间规划,0705Z7,城市与环境学院,300,55,55,90,90,2026
北京大学,国土空间规划,0705Z7,深圳研究生院,300,55,55,90,90,2026
北京大学,矿物学、岩石学、矿床学,070901,地球与空间科学学院,300,55,55,90,90,2026
北京大学,地球化学,070902,地球与空间科学学院,300,55,55,90,90,2026
北京大学,古生物学与地层学,070903,地球与空间科学学院,300,55,55,90,90,2026
北京大学,构造地质学,070904,地球与空间科学学院,300,55,55,90,90,2026
北京大学,石油地质学,0709Z2,地球与空间科学学院,300,55,55,90,90,2026
北京大学,科学技术史,071200,前沿交叉学科研究院,300,55,55,90,90,2026
北京大学,生态学,071300,城市与环境学院,300,55,55,90,90,2026
北京大学,环境科学,077601,深圳研究生院,300,55,55,90,90,2026
北京大学,环境科学,077601,城市与环境学院,300,55,55,90,90,2026
北京大学,环境工程,077602,环境科学与工程学院,300,55,55,90,90,2026
北京大学,环境工程,077602,深圳研究生院,300,55,55,90,90,2026
北京大学,环境健康,0776Z1,环境科学与工程学院,300,55,55,90,90,2026
北京大学,环境管理,0776Z2,环境科学与工程学院,300,55,55,90,90,2026
北京大学,材料科学与工程,080500,深圳研究生院,300,55,55,90,90,2026
北京大学,科学智能,0805J6,深圳研究生院,300,55,55,90,90,2026
北京大学,电子科学与技术,080900,电子学院,300,55,55,90,90,2026
北京大学,信息与通信工程,081000,电子学院,300,55,55,90,90,2026
北京大学,计算机科学与技术,081200,计算机学院,300,55,55,90,90,2026
北京大学,计算机科学与技术,081200,深圳研究生院,300,55,55,90,90,2026
北京大学,科学智能,0812J6,深圳研究生院,300,55,55,90,90,2026
北京大学,电子信息,085400,软件与微电子学院,320,55,55,90,90,2026
北京大学,电子信息,085400,物理学院,320,55,55,90,90,2026
北京大学,机械,085500,先进制造与机器人学院,320,55,55,90,90,2026
北京大学,机械,085500,力学与工程科学学院,320,55,55,90,90,2026
北京大学,材料与化工,085600,深圳研究生院,320,55,55,90,90,2026
北京大学,风景园林,086200,建筑与景观设计学院,320,55,55,90,90,2026
北京大学,基础医学,100100,医学部,310,55,55,180,--,2026
北京大学,临床医学,100200,医学部,310,55,55,180,--,2026
北京大学,口腔医学,100300,医学部,310,55,55,180,--,2026
北京大学,中西医结合,100600,医学部,310,55,55,180,--,2026
北京大学,药学,100700,医学部,310,55,55,180,--,2026
北京大学,护理学,101100,医学部,310,55,55,180,--,2026
北京大学,临床医学,105100,医学部,310,55,55,180,--,2026
北京大学,口腔医学,105200,医学部,310,55,55,180,--,2026
北京大学,公共卫生,105300,医学部,310,55,55,180,--,2026
北京大学,护理,105400,医学部,310,55,55,180,--,2026
北京大学,药学,105500,医学部,310,55,55,180,--,2026
北京大学,医学技术,105800,医学部,310,55,55,180,--,2026
北京大学,企业管理,120202,深圳研究生院,340,55,55,90,90,2026
北京大学,行政管理,120401,政府管理学院,340,55,55,90,90,2026
北京大学,教育经济与管理,120403,教育学院,340,55,55,90,90,2026
北京大学,公共政策,1204Z1,政府管理学院,340,55,55,90,90,2026
北京大学,应急管理,1204Z3,政府管理学院,340,55,55,90,90,2026
北京大学,城市与区域管理,1204Z5,政府管理学院,340,55,55,90,90,2026
北京大学,情报学,120502,信息管理系,340,55,55,90,90,2026
北京大学,大数据管理与应用,1205Z2,信息管理系,340,55,55,90,90,2026
北京大学,工商管理,1251,不区分院系,146,35,35,70,70,2026
北京大学,公共管理,1252,不区分院系,195,55,--,120,--,2026
北京大学,会计,1253,不区分院系,265,55,--,155,--,2026
北京大学,工程管理,1256,不区分院系,166,39,39,78,78,2026
北京大学,审计,1257,不区分院系,265,55,--,155,--,2026
北京大学,戏剧与影视,135400,艺术学院,375,55,55,90,90,2026
北京大学,集成电路科学与工程,140100,集成电路学院,300,55,55,90,90,2026
北京大学,集成电路科学与工程,140100,深圳研究生院,300,55,55,90,90,2026
北京大学,遥感科学与技术,140400,地球与空间科学学院,300,55,55,90,90,2026
北京大学,智能科学与技术,140500,智能学院,300,55,55,90,90,2026
北京大学,大数据,1453S1,数学科学学院,360,55,55,90,90,2026
